TestNo,Username,Started.on,Completed,Time.taken,Grade.6.00,Q1_seed,Q1_problem,Q1_solution,Q1_mistakes,Q1_ans,Q1_validity,Q1_score,Q1_prt,Q2_seed,Q2_problem,Q2_solution,Q2_mistakes,Q2_ans,Q2_validity,Q2_score,Q2_prt,Q3_seed,Q3_problem,Q3_solution,Q3_mistakes,Q3_ans,Q3_validity,Q3_score,Q3_prt,Q4_seed,Q4_problem,Q4_solution,Q4_mistakes,Q4_ans,Q4_validity,Q4_score,Q4_prt,Q5_seed,Q5_problem,Q5_solution,Q5_mistakes,Q5_ans,Q5_validity,Q5_score,Q5_prt,Q6_seed,Q6_problem,Q6_solution,Q6_mistakes,Q6_ans,Q6_validity,Q6_score,Q6_prt,Q1_anticipate,Q2_anticipate,Q3_anticipate,Q4_anticipate,Q5_anticipate,Q6_anticipate
T1736,user588,10-12-22 17:06,10/17/2022 21:58,5 days 4 hours,2.5,115408,\(\int{\frac{3}{t}} d{a}\),3*log(abs(t))+c,\({3\cdot \ln \left( \left| t\right| \right)}\),6*t/t^2+c,score,0,# = 0 | prt1-1-F | prt1-2-F,51493,\({{\left(8\cdot x+6\right)}^6}\),(8*x+6)^7/56+c,\({\frac{{\left(8\cdot x+6\right)}^7}{56}}\);\({\frac{7\cdot {\left(8\cdot x+6\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(8\cdot x+6\right)}^7}{8}+c}\),1/56*(8*x+6)^7+c,score,1,# = 1 | ATInt_true. | prt1-1-T,826591576,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),2/3*x^(3/2),score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T,987610754,\(\int{\frac{6}{x^{\frac{11}{2}}}} dx\),c-4/(3*x^(9/2)),\({-\frac{4}{3\cdot x^{\frac{9}{2}}}}\);\({-\frac{6}{x^{\frac{11}{2}}}}\);\({\frac{4}{3\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{33}{x^{\frac{13}{2}}}}\),6*x^(1/2)/x^6,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,383737,\(\int{{\left(3-z\right)}^{13}} d{z}\),c-(3-z)^14/14,\({-13\cdot {\left(3-z\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),-1/14*(3-z)^14 +c,score,1,# = 1 | prt1-1-T,299862,"\(\int{\frac{7\,x}{{\left(x^2-1\right)}^{\frac{1}{4}}}} dx\)",(14*(x^2-1)^(3/4))/3+c,"\({\frac{14\,{\left(x^2-1\right)}^{\frac{3}{4}}}{3}}\);\({\frac{u^5}{25}+c}\);\({\frac{7}{{\left(x^2-1\right)}^{\frac{1}{4}}}-\frac{7\,x^2}{2\,{\left(x^2-1\right)}^{\frac{5}{4}}}}\)",4/21*(x^2-1)^(3/4)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,-1,1,0,-1,0
T1737,user588,10/17/2022 22:00,10/17/2022 22:37,36 mins 48 secs,1.0,19322,\(\int{\frac{4}{t}} d{a}\),4*log(abs(t))+c,\({4\cdot \ln \left( \left| t\right| \right)}\),t/4,score,0,# = 0 | prt1-1-F | prt1-2-F,770626,\({{\left(3\cdot x+6\right)}^4}\),(81*x^5)/5+162*x^4+648*x^3+1296*x^2+1296*x+c,\({\frac{81\cdot x^5}{5}+162\cdot x^4+648\cdot x^3+1296\cdot x^2+1296\cdot x}\);\({\frac{5\cdot {\left(3\cdot x+6\right)}^5}{4}+c}\);\({\frac{5\cdot {\left(3\cdot x+6\right)}^5}{3}+c}\),81*x^4+648*x^3+1944*x^2+2592*x+1296,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,32874887,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),x^3*x^(1/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,632548694,\(\int{\frac{5}{x^{\frac{7}{2}}}} dx\),c-2/x^(5/2),\({-\frac{2}{x^{\frac{5}{2}}}}\);\({-\frac{5}{x^{\frac{7}{2}}}}\);\({\frac{2}{x^{\frac{5}{2}}}+c}\);\({-\frac{35}{2\cdot x^{\frac{9}{2}}}}\),5*x^(1/2)/x^4,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,88882,\(\int{{\left(3-x\right)}^{11}} d{x}\),c-(3-x)^12/12,\({-11\cdot {\left(3-x\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),-1/12*(3-x)^12+c,score,1,# = 1 | prt1-1-T,445902,"\(\int{\frac{5\,x}{{\left(x^2-3\right)}^{\frac{1}{8}}}} dx\)",(20*(x^2-3)^(7/8))/7+c,"\({\frac{20\,{\left(x^2-3\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{5}{{\left(x^2-3\right)}^{\frac{1}{8}}}-\frac{5\,x^2}{4\,{\left(x^2-3\right)}^{\frac{9}{8}}}}\)",5*(x^2-3)^(7/8)/(x^2-3),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,0,0,0,-1,0
T1738,user588,10/18/2022 7:11,10/18/2022 10:19,3 hours 7 mins,5.0,214491,\(\int{\frac{3}{p}} d{a}\),3*log(abs(p))+c,\({3\cdot \ln \left( \left| p\right| \right)}\),3*log(abs(p))+c,score,1,# = 1 | prt1-1-T,92879,\({{\left(4\cdot x+9\right)}^3}\),16*x^4+144*x^3+486*x^2+729*x+c,\({16\cdot x^4+144\cdot x^3+486\cdot x^2+729\cdot x}\);\({\frac{4\cdot {\left(4\cdot x+9\right)}^4}{3}+c}\);\({{\left(4\cdot x+9\right)}^4+c}\),81*x^2,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1204552031,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),2*x^(9/2)/9+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1028620341,\(\int{\frac{7}{x^{\frac{9}{2}}}} dx\),c-2/x^(7/2),\({-\frac{2}{x^{\frac{7}{2}}}}\);\({-\frac{7}{x^{\frac{9}{2}}}}\);\({\frac{2}{x^{\frac{7}{2}}}+c}\);\({-\frac{63}{2\cdot x^{\frac{11}{2}}}}\),c-2/x^(7/2),score,1.0,# = 1 | ATInt_true. | prt1-1-T,447684,\(\int{{\left(5\cdot x+4\right)}^{10}} d{x}\),(5*x+4)^11/55+c,\({50\cdot {\left(5\cdot x+4\right)}^9}\);\({\frac{u^{10}+1}{11}}\),1/55*(5*x+4)^11+c,score,1,# = 1 | prt1-1-T,656304,"\(\int{\frac{6\,x}{{\left(x^2-1\right)}^{\frac{1}{3}}}} dx\)",(9*(x^2-1)^(2/3))/2+c,"\({\frac{9\,{\left(x^2-1\right)}^{\frac{2}{3}}}{2}}\);\({\frac{u^4}{16}+c}\);\({\frac{6}{{\left(x^2-1\right)}^{\frac{1}{3}}}-\frac{4\,x^2}{{\left(x^2-1\right)}^{\frac{4}{3}}}}\)",9*(x^2-1)^(2/3)/2+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,0,-1,-1,-1,-1
T1739,user589,10-08-22 14:47,10-08-22 15:38,50 mins 40 secs,4.0,421722,\(\int{\frac{7}{t}} d{a}\),7*log(abs(t))+c,\({7\cdot \ln \left( \left| t\right| \right)}\),7*ln(t)+C,score,0,# = 0 | prt1-1-F | prt1-2-F,364539,\({{\left(8\cdot x+1\right)}^5}\),(16384*x^6)/3+4096*x^5+1280*x^4+(640*x^3)/3+20*x^2+x+c,\({\frac{16384\cdot x^6}{3}+4096\cdot x^5+1280\cdot x^4+\frac{640\cdot x^3}{3}+20\cdot x^2+x}\);\({\frac{6\cdot {\left(8\cdot x+1\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(8\cdot x+1\right)}^6}{4}+c}\),1/48*(8*x+1)^6+C,score,1,# = 1 | ATInt_true. | prt1-1-T,459169225,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),2/3*x^(3/2)+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,250295998,\(\int{\frac{2}{x^{\frac{7}{2}}}} dx\),c-4/(5*x^(5/2)),\({-\frac{4}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{2}{x^{\frac{7}{2}}}}\);\({\frac{4}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{7}{x^{\frac{9}{2}}}}\),-4/5*x^(-5/2)+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,203099,\(\int{{\left(3\cdot t+5\right)}^9} d{t}\),(3*t+5)^10/30+c,\({27\cdot {\left(3\cdot t+5\right)}^8}\);\({\frac{u^9+1}{10}}\),1/30*(3*t+5)^(10)+C,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,974689,"\(\int{\frac{6\,x}{\sqrt{x^2-4}}} dx\)",6*sqrt(x^2-4)+c,"\({6\,\sqrt{x^2-4}}\);\({\frac{u^3}{9}+c}\);\({\frac{6}{\sqrt{x^2-4}}-\frac{6\,x^2}{{\left(x^2-4\right)}^{\frac{3}{2}}}}\)",6*(x^(2)-4)^(1/2)+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,0,-1,-1,-1,0,-1
T1740,user589,10-11-22 20:16,10-11-22 21:05,48 mins 49 secs,5.0,365895,\(\int{\frac{4}{z}} d{a}\),4*log(abs(z))+c,\({4\cdot \ln \left( \left| z\right| \right)}\),4*log(abs(z))+c,score,1,# = 1 | prt1-1-T,443793,\({{\left(7\cdot x+6\right)}^2}\),(49*x^3)/3+42*x^2+36*x+c,\({\frac{49\cdot x^3}{3}+42\cdot x^2+36\cdot x}\);\({\frac{3\cdot {\left(7\cdot x+6\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(7\cdot x+6\right)}^3}{7}+c}\),(49*x^3)/3+42*x^2+36*x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,624309187,\(\int{x^{\frac{5}{7}}} dx\),(7*x^(12/7))/12+c,\({\frac{7\cdot x^{\frac{12}{7}}}{12}}\);\({x^{\frac{12}{7}}+c}\);\({\frac{5}{7\cdot x^{\frac{2}{7}}}}\);\({\frac{12\cdot x^{\frac{12}{7}}}{7}+c}\),(7*x^(12/7))/12+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1935613436,\(\int{\frac{3}{x^{\frac{11}{2}}}} dx\),c-2/(3*x^(9/2)),\({-\frac{2}{3\cdot x^{\frac{9}{2}}}}\);\({-\frac{3}{x^{\frac{11}{2}}}}\);\({\frac{2}{3\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{33}{2\cdot x^{\frac{13}{2}}}}\),c-2/(3*x^4*sqrt(x)),score,1.0,# = 1 | ATInt_true. | prt1-1-T,426893,\(\int{{\left(4-8\cdot x\right)}^{12}} d{x}\),c-(4-8*x)^13/104,\({-96\cdot {\left(4-8\cdot x\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),4*x-4*x^2+c,score,0,# = 0 | prt1-1-F | prt1-2-F,539844,"\(\int{\frac{8\,x}{{\left(x^2-6\right)}^{\frac{1}{7}}}} dx\)",(14*(x^2-6)^(6/7))/3+c,"\({\frac{14\,{\left(x^2-6\right)}^{\frac{6}{7}}}{3}}\);\({\frac{u^8}{64}+c}\);\({\frac{8}{{\left(x^2-6\right)}^{\frac{1}{7}}}-\frac{16\,x^2}{7\,{\left(x^2-6\right)}^{\frac{8}{7}}}}\)",14*(x^2-6)^(6/7)/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,0,-1
T1741,user590,10-11-22 10:54,10/24/2022 12:15,13 days 1 hour,0.0,499799,\(\int{\frac{4}{z}} d{a}\),4*log(abs(z))+c,\({4\cdot \ln \left( \left| z\right| \right)}\),,blank,0,!,318522,\({{\left(5\cdot x+2\right)}^5}\),(3125*x^6)/6+1250*x^5+1250*x^4+(2000*x^3)/3+200*x^2+32*x+c,\({\frac{3125\cdot x^6}{6}+1250\cdot x^5+1250\cdot x^4+\frac{2000\cdot x^3}{3}+200\cdot x^2+32\cdot x}\);\({\frac{6\cdot {\left(5\cdot x+2\right)}^6}{5}+c}\);\({\frac{6\cdot {\left(5\cdot x+2\right)}^6}{5}+c}\),,blank,0,!,826591576,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),,blank,0.0,!,1883647721,\(\int{\frac{5}{x^{\frac{3}{2}}}} dx\),c-10/sqrt(x),\({-\frac{10}{\sqrt{x}}}\);\({-\frac{5}{x^{\frac{3}{2}}}}\);\({\frac{10}{\sqrt{x}}+c}\);\({-\frac{15}{2\cdot x^{\frac{5}{2}}}}\),,blank,0.0,!,266487,\(\int{{\left(1-7\cdot t\right)}^{10}} d{t}\),c-(1-7*t)^11/77,\({-70\cdot {\left(1-7\cdot t\right)}^9}\);\({\frac{u^{10}+1}{11}}\),(((1+7*t)^11)/77)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,389813,"\(\int{\frac{6\,x}{{\left(x^2-3\right)}^{\frac{1}{4}}}} dx\)",4*(x^2-3)^(3/4)+c,"\({4\,{\left(x^2-3\right)}^{\frac{3}{4}}}\);\({\frac{u^5}{25}+c}\);\({\frac{6}{{\left(x^2-3\right)}^{\frac{1}{4}}}-\frac{3\,x^2}{{\left(x^2-3\right)}^{\frac{5}{4}}}}\)",(6* x*( x^2-3)^(3/4))/( x^2-3),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,-1,-1,0,0
T1742,user590,10/27/2022 9:58,10/27/2022 10:23,25 mins 4 secs,6.0,613969,\(\int{\frac{7}{p}} d{a}\),7*log(abs(p))+c,\({7\cdot \ln \left( \left| p\right| \right)}\),7*ln(|p|)+c,score,1,# = 1 | prt1-1-T,236549,\({{\left(9\cdot x+3\right)}^3}\),(729*x^4)/4+243*x^3+(243*x^2)/2+27*x+c,\({\frac{729\cdot x^4}{4}+243\cdot x^3+\frac{243\cdot x^2}{2}+27\cdot x}\);\({\frac{4\cdot {\left(9\cdot x+3\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(9\cdot x+3\right)}^4}{9}+c}\),((9*x+3)^4)/36+c,score,1,# = 1 | ATInt_true. | prt1-1-T,1237274184,\(\int{x^{\frac{3}{5}}} dx\),(5*x^(8/5))/8+c,\({\frac{5\cdot x^{\frac{8}{5}}}{8}}\);\({x^{\frac{8}{5}}+c}\);\({\frac{3}{5\cdot x^{\frac{2}{5}}}}\);\({\frac{8\cdot x^{\frac{8}{5}}}{5}+c}\),(5*x*(x^3)^(1/5))/8+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,310194073,\(\int{\frac{7}{x^{\frac{9}{2}}}} dx\),c-2/x^(7/2),\({-\frac{2}{x^{\frac{7}{2}}}}\);\({-\frac{7}{x^{\frac{9}{2}}}}\);\({\frac{2}{x^{\frac{7}{2}}}+c}\);\({-\frac{63}{2\cdot x^{\frac{11}{2}}}}\),c-(2/(x^(7/2)))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,928802,\(\int{{\left(2\cdot x+3\right)}^{16}} d{x}\),(2*x+3)^17/34+c,\({32\cdot {\left(2\cdot x+3\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),((2*x+3)^17)/34+c,score,1,# = 1 | prt1-1-T,838273,"\(\int{\frac{3\,x}{{\left(x^2-6\right)}^{\frac{1}{3}}}} dx\)",(9*(x^2-6)^(2/3))/4+c,"\({\frac{9\,{\left(x^2-6\right)}^{\frac{2}{3}}}{4}}\);\({\frac{u^4}{16}+c}\);\({\frac{3}{{\left(x^2-6\right)}^{\frac{1}{3}}}-\frac{2\,x^2}{{\left(x^2-6\right)}^{\frac{4}{3}}}}\)",(9*(x^2-6)^(2/3))/4+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,-1,-1
T1743,user591,10-12-22 13:00,10-12-22 13:23,22 mins 53 secs,4.0,703282,\(\int{\frac{12}{t}} d{a}\),12*log(abs(t))+c,\({12\cdot \ln \left( \left| t\right| \right)}\),12*ln(|t|)+c,score,1,# = 1 | prt1-1-T,292490,\({{\left(5\cdot x+8\right)}^3}\),(125*x^4)/4+200*x^3+480*x^2+512*x+c,\({\frac{125\cdot x^4}{4}+200\cdot x^3+480\cdot x^2+512\cdot x}\);\({\frac{4\cdot {\left(5\cdot x+8\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(5\cdot x+8\right)}^4}{5}+c}\),(1/5)*(((5*x+8)^4)/4)+c,score,1,# = 1 | ATInt_true. | prt1-1-T,1002486887,\(\int{x^{\frac{4}{5}}} dx\),(5*x^(9/5))/9+c,\({\frac{5\cdot x^{\frac{9}{5}}}{9}}\);\({x^{\frac{9}{5}}+c}\);\({\frac{4}{5\cdot x^{\frac{1}{5}}}}\);\({\frac{9\cdot x^{\frac{9}{5}}}{5}+c}\),((x^(9/5))/(9/5))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1409242498,\(\int{\frac{9}{x^{\frac{9}{2}}}} dx\),c-18/(7*x^(7/2)),\({-\frac{18}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{9}{x^{\frac{9}{2}}}}\);\({\frac{18}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{81}{2\cdot x^{\frac{11}{2}}}}\),9*ln(|x^(9/2)|)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,771928,\(\int{{\left(4\cdot x+4\right)}^{16}} d{x}\),(4*x+4)^17/68+c,\({64\cdot {\left(4\cdot x+4\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),(1/4)*(((4*x+4)^17)/17)+c,score,1,# = 1 | prt1-1-T,787591,"\(\int{\frac{2\,x}{{\left(x^2-4\right)}^{\frac{1}{9}}}} dx\)",(9*(x^2-4)^(8/9))/8+c,"\({\frac{9\,{\left(x^2-4\right)}^{\frac{8}{9}}}{8}}\);\({\frac{u^{10}}{100}+c}\);\({\frac{2}{{\left(x^2-4\right)}^{\frac{1}{9}}}-\frac{4\,x^2}{9\,{\left(x^2-4\right)}^{\frac{10}{9}}}}\)",ln(|(x^2-4)^(1/9)|)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,-1,0,-1,0
T1744,user591,10-12-22 15:04,10-12-22 15:19,15 mins 14 secs,5.0,373881,\(\int{\frac{5}{r}} d{a}\),5*log(abs(r))+c,\({5\cdot \ln \left( \left| r\right| \right)}\),5*ln(|r|)+c,score,1,# = 1 | prt1-1-T,207233,\({{\left(2\cdot x+3\right)}^2}\),(4*x^3)/3+6*x^2+9*x+c,\({\frac{4\cdot x^3}{3}+6\cdot x^2+9\cdot x}\);\({\frac{3\cdot {\left(2\cdot x+3\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(2\cdot x+3\right)}^3}{2}+c}\),(1/6)*((2*x+3)^3)+c,score,1,# = 1 | ATInt_true. | prt1-1-T,677736740,\(\int{x^{\frac{8}{5}}} dx\),(5*x^(13/5))/13+c,\({\frac{5\cdot x^{\frac{13}{5}}}{13}}\);\({x^{\frac{13}{5}}+c}\);\({\frac{8\cdot x^{\frac{3}{5}}}{5}}\);\({\frac{13\cdot x^{\frac{13}{5}}}{5}+c}\),(5*(x^(13/5))/13)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1396284311,\(\int{\frac{4}{x^{\frac{11}{2}}}} dx\),c-8/(9*x^(9/2)),\({-\frac{8}{9\cdot x^{\frac{9}{2}}}}\);\({-\frac{4}{x^{\frac{11}{2}}}}\);\({\frac{8}{9\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{22}{x^{\frac{13}{2}}}}\),(-8*x^(-9/2)/(9))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,332001,\(\int{{\left(8\cdot t+4\right)}^{12}} d{t}\),(8*t+4)^13/104+c,\({96\cdot {\left(8\cdot t+4\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),(1/5)*(((8*t+4)^13)/13)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,943597,"\(\int{\frac{7\,x}{{\left(x^2-7\right)}^{\frac{1}{10}}}} dx\)",(35*(x^2-7)^(9/10))/9+c,"\({\frac{35\,{\left(x^2-7\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{7}{{\left(x^2-7\right)}^{\frac{1}{10}}}-\frac{7\,x^2}{5\,{\left(x^2-7\right)}^{\frac{11}{10}}}}\)",(35*((x^2-7)^(9/10))/9)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,0,-1
T1745,user592,10-11-22 21:18,10-11-22 21:44,25 mins 42 secs,2.0,714208,\(\int{\frac{15}{y}} d{a}\),15*log(abs(y))+c,\({15\cdot \ln \left( \left| y\right| \right)}\),15*log(abs(y))+c,score,1,# = 1 | prt1-1-T,898313,\({{\left(8\cdot x+1\right)}^3}\),128*x^4+64*x^3+12*x^2+x+c,\({128\cdot x^4+64\cdot x^3+12\cdot x^2+x}\);\({\frac{4\cdot {\left(8\cdot x+1\right)}^4}{3}+c}\);\({\frac{{\left(8\cdot x+1\right)}^4}{2}+c}\),1/32*(8*x+1)^4+c,score,1,# = 1 | ATInt_true. | prt1-1-T,1555263758,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),2/15*(x^15/2)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1883647721,\(\int{\frac{5}{x^{\frac{3}{2}}}} dx\),c-10/sqrt(x),\({-\frac{10}{\sqrt{x}}}\);\({-\frac{5}{x^{\frac{3}{2}}}}\);\({\frac{10}{\sqrt{x}}+c}\);\({-\frac{15}{2\cdot x^{\frac{5}{2}}}}\),-10*x^-1/2+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,534242,\(\int{{\left(5\cdot z+4\right)}^{16}} d{z}\),(5*z+4)^17/85+c,\({80\cdot {\left(5\cdot z+4\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),1/85*(5*z+2)^17+c,score,0,# = 0 | prt1-1-F | prt1-2-F,93852,"\(\int{\frac{6\,x}{{\left(x^2-4\right)}^{\frac{1}{7}}}} dx\)",(7*(x^2-4)^(6/7))/2+c,"\({\frac{7\,{\left(x^2-4\right)}^{\frac{6}{7}}}{2}}\);\({\frac{u^8}{64}+c}\);\({\frac{6}{{\left(x^2-4\right)}^{\frac{1}{7}}}-\frac{12\,x^2}{7\,{\left(x^2-4\right)}^{\frac{8}{7}}}}\)",6/2*(x^2-4)^1/7+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,0,0,0,0
T1746,user592,10-11-22 21:48,10-11-22 22:18,29 mins 35 secs,2.0,950563,\(\int{\frac{8}{t}} d{a}\),8*log(abs(t))+c,\({8\cdot \ln \left( \left| t\right| \right)}\),8*log(abs(t))+c,score,1,# = 1 | prt1-1-T,868295,\({{\left(3\cdot x+4\right)}^4}\),(81*x^5)/5+108*x^4+288*x^3+384*x^2+256*x+c,\({\frac{81\cdot x^5}{5}+108\cdot x^4+288\cdot x^3+384\cdot x^2+256\cdot x}\);\({\frac{5\cdot {\left(3\cdot x+4\right)}^5}{4}+c}\);\({\frac{5\cdot {\left(3\cdot x+4\right)}^5}{3}+c}\),1/15*(3*x+4)^5+c,score,1,# = 1 | ATInt_true. | prt1-1-T,591841338,\(\int{x^{\frac{5}{4}}} dx\),(4*x^(9/4))/9+c,\({\frac{4\cdot x^{\frac{9}{4}}}{9}}\);\({x^{\frac{9}{4}}+c}\);\({\frac{5\cdot x^{\frac{1}{4}}}{4}}\);\({\frac{9\cdot x^{\frac{9}{4}}}{4}+c}\),((4/13*x)^13/4)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,43428562,\(\int{\frac{8}{x^{\frac{7}{2}}}} dx\),c-16/(5*x^(5/2)),\({-\frac{16}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{8}{x^{\frac{7}{2}}}}\);\({\frac{16}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{28}{x^{\frac{9}{2}}}}\),-16*(x^-1/2)+c,valid,0.0,!,933437,\(\int{{\left(3-7\cdot z\right)}^9} d{z}\),c-(3-7*z)^10/70,\({-63\cdot {\left(3-7\cdot z\right)}^8}\);\({\frac{u^9+1}{10}}\),1/16*(-4)^9+c,score,0,# = 0 | prt1-1-F | prt1-2-F,253639,"\(\int{\frac{2\,x}{{\left(x^2-2\right)}^{\frac{1}{10}}}} dx\)",(10*(x^2-2)^(9/10))/9+c,"\({\frac{10\,{\left(x^2-2\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{2}{{\left(x^2-2\right)}^{\frac{1}{10}}}-\frac{2\,x^2}{5\,{\left(x^2-2\right)}^{\frac{11}{10}}}}\)",10*(x^2-2)^1/10,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,0,0,0,0
